scene_id,object_names,scales
5-16,"['cracker_box', 'rubiks_cube', 'pudding_box', 'cup_small', 'c_cups', 'sugar_box', 'jenga', 'wood_block', 'gelatin_box', 'f_cups', 'g_lego_duplo', 'b_toy_airplane', 'foam_brick', 'c_lego_duplo', 'nine_hole_peg_test', 'd_lego_duplo', 'phillips_screwdriver', 'flat_screwdriver', 'medium_clamp', 'adjustable_wrench']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-17,"['cracker_box', 'rubiks_cube', 'pudding_box', 'cup_small', 'c_cups', 'sugar_box', 'jenga', 'wood_block', 'gelatin_box', 'f_cups', 'g_lego_duplo', 'b_toy_airplane', 'foam_brick', 'c_lego_duplo', 'nine_hole_peg_test', 'd_lego_duplo', 'phillips_screwdriver', 'flat_screwdriver', 'medium_clamp', 'adjustable_wrench']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-18,"['cracker_box', 'rubiks_cube', 'pudding_box', 'cup_small', 'c_cups', 'sugar_box', 'jenga', 'wood_block', 'gelatin_box', 'f_cups', 'g_lego_duplo', 'b_toy_airplane', 'foam_brick', 'c_lego_duplo', 'nine_hole_peg_test', 'd_lego_duplo', 'phillips_screwdriver', 'flat_screwdriver', 'medium_clamp', 'adjustable_wrench']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-19,"['cracker_box', 'rubiks_cube', 'pudding_box', 'cup_small', 'c_cups', 'sugar_box', 'jenga', 'wood_block', 'gelatin_box', 'f_cups', 'g_lego_duplo', 'b_toy_airplane', 'foam_brick', 'c_lego_duplo', 'nine_hole_peg_test', 'd_lego_duplo', 'phillips_screwdriver', 'flat_screwdriver', 'medium_clamp', 'adjustable_wrench']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-20,"['cracker_box', 'rubiks_cube', 'pudding_box', 'cup_small', 'c_cups', 'sugar_box', 'jenga', 'wood_block', 'gelatin_box', 'f_cups', 'g_lego_duplo', 'b_toy_airplane', 'foam_brick', 'c_lego_duplo', 'nine_hole_peg_test', 'd_lego_duplo', 'phillips_screwdriver', 'flat_screwdriver', 'medium_clamp', 'adjustable_wrench']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-21,"['cracker_box', 'pudding_box', 'jenga', 'c_cups', 'f_cups', 'wood_block', 'gelatin_box', 'sugar_box', 'rubiks_cube', 'j_cups', 'f_lego_duplo', 'e_toy_airplane', 'g_lego_duplo', 'b_lego_duplo', 'b_toy_airplane', 'a_toy_airplane', 'power_drill', 'phillips_screwdriver', 'large_clamp', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-22,"['cracker_box', 'pudding_box', 'jenga', 'c_cups', 'f_cups', 'wood_block', 'gelatin_box', 'sugar_box', 'rubiks_cube', 'j_cups', 'f_lego_duplo', 'e_toy_airplane', 'g_lego_duplo', 'b_lego_duplo', 'b_toy_airplane', 'a_toy_airplane', 'power_drill', 'phillips_screwdriver', 'large_clamp', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-23,"['cracker_box', 'pudding_box', 'jenga', 'c_cups', 'f_cups', 'wood_block', 'gelatin_box', 'sugar_box', 'rubiks_cube', 'j_cups', 'f_lego_duplo', 'e_toy_airplane', 'g_lego_duplo', 'b_lego_duplo', 'b_toy_airplane', 'a_toy_airplane', 'power_drill', 'phillips_screwdriver', 'large_clamp', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-24,"['cracker_box', 'pudding_box', 'jenga', 'c_cups', 'f_cups', 'wood_block', 'gelatin_box', 'sugar_box', 'rubiks_cube', 'j_cups', 'f_lego_duplo', 'e_toy_airplane', 'g_lego_duplo', 'b_lego_duplo', 'b_toy_airplane', 'a_toy_airplane', 'power_drill', 'phillips_screwdriver', 'large_clamp', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-25,"['cracker_box', 'pudding_box', 'jenga', 'c_cups', 'f_cups', 'wood_block', 'gelatin_box', 'sugar_box', 'rubiks_cube', 'j_cups', 'f_lego_duplo', 'e_toy_airplane', 'g_lego_duplo', 'b_lego_duplo', 'b_toy_airplane', 'a_toy_airplane', 'power_drill', 'phillips_screwdriver', 'large_clamp', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-26,"['cracker_box', 'pudding_box', 'jenga', 'c_cups', 'f_cups', 'wood_block', 'gelatin_box', 'sugar_box', 'rubiks_cube', 'j_cups', 'f_lego_duplo', 'e_toy_airplane', 'g_lego_duplo', 'b_lego_duplo', 'b_toy_airplane', 'a_toy_airplane', 'power_drill', 'phillips_screwdriver', 'large_clamp', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-27,"['cracker_box', 'pudding_box', 'jenga', 'c_cups', 'f_cups', 'wood_block', 'gelatin_box', 'sugar_box', 'rubiks_cube', 'j_cups', 'f_lego_duplo', 'e_toy_airplane', 'g_lego_duplo', 'b_lego_duplo', 'b_toy_airplane', 'a_toy_airplane', 'power_drill', 'phillips_screwdriver', 'large_clamp', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-28,"['cracker_box', 'pudding_box', 'jenga', 'c_cups', 'f_cups', 'wood_block', 'gelatin_box', 'sugar_box', 'rubiks_cube', 'j_cups', 'f_lego_duplo', 'e_toy_airplane', 'g_lego_duplo', 'b_lego_duplo', 'b_toy_airplane', 'a_toy_airplane', 'power_drill', 'phillips_screwdriver', 'large_clamp', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-29,"['cracker_box', 'pudding_box', 'jenga', 'c_cups', 'f_cups', 'wood_block', 'gelatin_box', 'sugar_box', 'rubiks_cube', 'j_cups', 'f_lego_duplo', 'e_toy_airplane', 'g_lego_duplo', 'b_lego_duplo', 'b_toy_airplane', 'a_toy_airplane', 'power_drill', 'phillips_screwdriver', 'large_clamp', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-30,"['cracker_box', 'pudding_box', 'jenga', 'c_cups', 'f_cups', 'wood_block', 'gelatin_box', 'sugar_box', 'rubiks_cube', 'j_cups', 'f_lego_duplo', 'e_toy_airplane', 'g_lego_duplo', 'b_lego_duplo', 'b_toy_airplane', 'a_toy_airplane', 'power_drill', 'phillips_screwdriver', 'large_clamp', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-31,"['cracker_box', 'rubiks_cube', 'sugar_box', 'b_cups', 'g_cups', 'wood_block', 'pudding_box', 'gelatin_box', 'jenga', 'd_cups', 'd_toy_airplane', 'd_lego_duplo', 'nine_hole_peg_test', 'a_lego_duplo', 'e_toy_airplane', 'prism', 'medium_clamp', 'hammer', 'phillips_screwdriver', 'flat_screwdriver']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-32,"['cracker_box', 'rubiks_cube', 'sugar_box', 'b_cups', 'g_cups', 'wood_block', 'pudding_box', 'gelatin_box', 'jenga', 'd_cups', 'd_toy_airplane', 'd_lego_duplo', 'nine_hole_peg_test', 'a_lego_duplo', 'e_toy_airplane', 'prism', 'medium_clamp', 'hammer', 'phillips_screwdriver', 'flat_screwdriver']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-33,"['cracker_box', 'rubiks_cube', 'sugar_box', 'b_cups', 'g_cups', 'wood_block', 'pudding_box', 'gelatin_box', 'jenga', 'd_cups', 'd_toy_airplane', 'd_lego_duplo', 'nine_hole_peg_test', 'a_lego_duplo', 'e_toy_airplane', 'prism', 'medium_clamp', 'hammer', 'phillips_screwdriver', 'flat_screwdriver']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-34,"['cracker_box', 'rubiks_cube', 'sugar_box', 'b_cups', 'g_cups', 'wood_block', 'pudding_box', 'gelatin_box', 'jenga', 'd_cups', 'd_toy_airplane', 'd_lego_duplo', 'nine_hole_peg_test', 'a_lego_duplo', 'e_toy_airplane', 'prism', 'medium_clamp', 'hammer', 'phillips_screwdriver', 'flat_screwdriver']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-35,"['cracker_box', 'rubiks_cube', 'sugar_box', 'b_cups', 'g_cups', 'wood_block', 'pudding_box', 'gelatin_box', 'jenga', 'd_cups', 'd_toy_airplane', 'd_lego_duplo', 'nine_hole_peg_test', 'a_lego_duplo', 'e_toy_airplane', 'prism', 'medium_clamp', 'hammer', 'phillips_screwdriver', 'flat_screwdriver']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-36,"['cracker_box', 'rubiks_cube', 'sugar_box', 'b_cups', 'g_cups', 'wood_block', 'pudding_box', 'gelatin_box', 'jenga', 'd_cups', 'd_toy_airplane', 'd_lego_duplo', 'nine_hole_peg_test', 'a_lego_duplo', 'e_toy_airplane', 'prism', 'medium_clamp', 'hammer', 'phillips_screwdriver', 'flat_screwdriver']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-37,"['cracker_box', 'rubiks_cube', 'sugar_box', 'b_cups', 'g_cups', 'wood_block', 'pudding_box', 'gelatin_box', 'jenga', 'd_cups', 'd_toy_airplane', 'd_lego_duplo', 'nine_hole_peg_test', 'a_lego_duplo', 'e_toy_airplane', 'prism', 'medium_clamp', 'hammer', 'phillips_screwdriver', 'flat_screwdriver']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-38,"['cracker_box', 'rubiks_cube', 'sugar_box', 'b_cups', 'g_cups', 'wood_block', 'pudding_box', 'gelatin_box', 'jenga', 'd_cups', 'd_toy_airplane', 'd_lego_duplo', 'nine_hole_peg_test', 'a_lego_duplo', 'e_toy_airplane', 'prism', 'medium_clamp', 'hammer', 'phillips_screwdriver', 'flat_screwdriver']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-39,"['cracker_box', 'rubiks_cube', 'sugar_box', 'b_cups', 'g_cups', 'wood_block', 'pudding_box', 'gelatin_box', 'jenga', 'd_cups', 'd_toy_airplane', 'd_lego_duplo', 'nine_hole_peg_test', 'a_lego_duplo', 'e_toy_airplane', 'prism', 'medium_clamp', 'hammer', 'phillips_screwdriver', 'flat_screwdriver']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-40,"['cracker_box', 'rubiks_cube', 'sugar_box', 'b_cups', 'g_cups', 'wood_block', 'pudding_box', 'gelatin_box', 'jenga', 'd_cups', 'd_toy_airplane', 'd_lego_duplo', 'nine_hole_peg_test', 'a_lego_duplo', 'e_toy_airplane', 'prism', 'medium_clamp', 'hammer', 'phillips_screwdriver', 'flat_screwdriver']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-41,"['cracker_box', 'gelatin_box', 'pudding_box', 'cup_small', 'e_cups', 'jenga', 'rubiks_cube', 'sugar_box', 'wood_block', 'g_cups', 'a_lego_duplo', 'nine_hole_peg_test', 'b_lego_duplo', 'e_lego_duplo', 'e_toy_airplane', 'g_lego_duplo', 'large_clamp', 'phillips_screwdriver', 'power_drill', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-42,"['cracker_box', 'gelatin_box', 'pudding_box', 'cup_small', 'e_cups', 'jenga', 'rubiks_cube', 'sugar_box', 'wood_block', 'g_cups', 'a_lego_duplo', 'nine_hole_peg_test', 'b_lego_duplo', 'e_lego_duplo', 'e_toy_airplane', 'g_lego_duplo', 'large_clamp', 'phillips_screwdriver', 'power_drill', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-43,"['cracker_box', 'gelatin_box', 'pudding_box', 'cup_small', 'e_cups', 'jenga', 'rubiks_cube', 'sugar_box', 'wood_block', 'g_cups', 'a_lego_duplo', 'nine_hole_peg_test', 'b_lego_duplo', 'e_lego_duplo', 'e_toy_airplane', 'g_lego_duplo', 'large_clamp', 'phillips_screwdriver', 'power_drill', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-44,"['cracker_box', 'gelatin_box', 'pudding_box', 'cup_small', 'e_cups', 'jenga', 'rubiks_cube', 'sugar_box', 'wood_block', 'g_cups', 'a_lego_duplo', 'nine_hole_peg_test', 'b_lego_duplo', 'e_lego_duplo', 'e_toy_airplane', 'g_lego_duplo', 'large_clamp', 'phillips_screwdriver', 'power_drill', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-45,"['cracker_box', 'gelatin_box', 'pudding_box', 'cup_small', 'e_cups', 'jenga', 'rubiks_cube', 'sugar_box', 'wood_block', 'g_cups', 'a_lego_duplo', 'nine_hole_peg_test', 'b_lego_duplo', 'e_lego_duplo', 'e_toy_airplane', 'g_lego_duplo', 'large_clamp', 'phillips_screwdriver', 'power_drill', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-46,"['cracker_box', 'gelatin_box', 'pudding_box', 'cup_small', 'e_cups', 'jenga', 'rubiks_cube', 'sugar_box', 'wood_block', 'g_cups', 'a_lego_duplo', 'nine_hole_peg_test', 'b_lego_duplo', 'e_lego_duplo', 'e_toy_airplane', 'g_lego_duplo', 'large_clamp', 'phillips_screwdriver', 'power_drill', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-47,"['cracker_box', 'gelatin_box', 'pudding_box', 'cup_small', 'e_cups', 'jenga', 'rubiks_cube', 'sugar_box', 'wood_block', 'g_cups', 'a_lego_duplo', 'nine_hole_peg_test', 'b_lego_duplo', 'e_lego_duplo', 'e_toy_airplane', 'g_lego_duplo', 'large_clamp', 'phillips_screwdriver', 'power_drill', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-48,"['cracker_box', 'gelatin_box', 'pudding_box', 'cup_small', 'e_cups', 'jenga', 'rubiks_cube', 'sugar_box', 'wood_block', 'g_cups', 'a_lego_duplo', 'nine_hole_peg_test', 'b_lego_duplo', 'e_lego_duplo', 'e_toy_airplane', 'g_lego_duplo', 'large_clamp', 'phillips_screwdriver', 'power_drill', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-49,"['cracker_box', 'gelatin_box', 'pudding_box', 'cup_small', 'e_cups', 'jenga', 'rubiks_cube', 'sugar_box', 'wood_block', 'g_cups', 'a_lego_duplo', 'nine_hole_peg_test', 'b_lego_duplo', 'e_lego_duplo', 'e_toy_airplane', 'g_lego_duplo', 'large_clamp', 'phillips_screwdriver', 'power_drill', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-50,"['cracker_box', 'gelatin_box', 'pudding_box', 'cup_small', 'e_cups', 'jenga', 'rubiks_cube', 'sugar_box', 'wood_block', 'g_cups', 'a_lego_duplo', 'nine_hole_peg_test', 'b_lego_duplo', 'e_lego_duplo', 'e_toy_airplane', 'g_lego_duplo', 'large_clamp', 'phillips_screwdriver', 'power_drill', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-51,"['cracker_box', 'gelatin_box', 'rubiks_cube', 'a_cups', 'g_cups', 'pudding_box', 'sugar_box', 'jenga', 'wood_block', 'i_cups', 'prism', 'foam_brick', 'nine_hole_peg_test', 'c_toy_airplane', 'b_lego_duplo', 'c_lego_duplo', 'hammer', 'adjustable_wrench', 'phillips_screwdriver', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-52,"['cracker_box', 'gelatin_box', 'rubiks_cube', 'a_cups', 'g_cups', 'pudding_box', 'sugar_box', 'jenga', 'wood_block', 'i_cups', 'prism', 'foam_brick', 'nine_hole_peg_test', 'c_toy_airplane', 'b_lego_duplo', 'c_lego_duplo', 'hammer', 'adjustable_wrench', 'phillips_screwdriver', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-53,"['cracker_box', 'gelatin_box', 'rubiks_cube', 'a_cups', 'g_cups', 'pudding_box', 'sugar_box', 'jenga', 'wood_block', 'i_cups', 'prism', 'foam_brick', 'nine_hole_peg_test', 'c_toy_airplane', 'b_lego_duplo', 'c_lego_duplo', 'hammer', 'adjustable_wrench', 'phillips_screwdriver', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-54,"['cracker_box', 'gelatin_box', 'rubiks_cube', 'a_cups', 'g_cups', 'pudding_box', 'sugar_box', 'jenga', 'wood_block', 'i_cups', 'prism', 'foam_brick', 'nine_hole_peg_test', 'c_toy_airplane', 'b_lego_duplo', 'c_lego_duplo', 'hammer', 'adjustable_wrench', 'phillips_screwdriver', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-55,"['cracker_box', 'gelatin_box', 'rubiks_cube', 'a_cups', 'g_cups', 'pudding_box', 'sugar_box', 'jenga', 'wood_block', 'i_cups', 'prism', 'foam_brick', 'nine_hole_peg_test', 'c_toy_airplane', 'b_lego_duplo', 'c_lego_duplo', 'hammer', 'adjustable_wrench', 'phillips_screwdriver', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-56,"['cracker_box', 'gelatin_box', 'rubiks_cube', 'a_cups', 'g_cups', 'pudding_box', 'sugar_box', 'jenga', 'wood_block', 'i_cups', 'prism', 'foam_brick', 'nine_hole_peg_test', 'c_toy_airplane', 'b_lego_duplo', 'c_lego_duplo', 'hammer', 'adjustable_wrench', 'phillips_screwdriver', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-57,"['cracker_box', 'gelatin_box', 'rubiks_cube', 'a_cups', 'g_cups', 'pudding_box', 'sugar_box', 'jenga', 'wood_block', 'i_cups', 'prism', 'foam_brick', 'nine_hole_peg_test', 'c_toy_airplane', 'b_lego_duplo', 'c_lego_duplo', 'hammer', 'adjustable_wrench', 'phillips_screwdriver', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-58,"['cracker_box', 'gelatin_box', 'rubiks_cube', 'a_cups', 'g_cups', 'pudding_box', 'sugar_box', 'jenga', 'wood_block', 'i_cups', 'prism', 'foam_brick', 'nine_hole_peg_test', 'c_toy_airplane', 'b_lego_duplo', 'c_lego_duplo', 'hammer', 'adjustable_wrench', 'phillips_screwdriver', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-59,"['cracker_box', 'gelatin_box', 'rubiks_cube', 'a_cups', 'g_cups', 'pudding_box', 'sugar_box', 'jenga', 'wood_block', 'i_cups', 'prism', 'foam_brick', 'nine_hole_peg_test', 'c_toy_airplane', 'b_lego_duplo', 'c_lego_duplo', 'hammer', 'adjustable_wrench', 'phillips_screwdriver', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-60,"['cracker_box', 'gelatin_box', 'rubiks_cube', 'a_cups', 'g_cups', 'pudding_box', 'sugar_box', 'jenga', 'wood_block', 'i_cups', 'prism', 'foam_brick', 'nine_hole_peg_test', 'c_toy_airplane', 'b_lego_duplo', 'c_lego_duplo', 'hammer', 'adjustable_wrench', 'phillips_screwdriver', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-61,"['cracker_box', 'pudding_box', 'rubiks_cube', 'i_cups', 'f_cups', 'jenga', 'wood_block', 'sugar_box', 'gelatin_box', 'mug', 'e_toy_airplane', 'e_lego_duplo', 'foam_brick', 'b_lego_duplo', 'd_toy_airplane', 'a_lego_duplo', 'phillips_screwdriver', 'extra_large_clamp', 'large_clamp', 'adjustable_wrench']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-62,"['cracker_box', 'pudding_box', 'rubiks_cube', 'i_cups', 'f_cups', 'jenga', 'wood_block', 'sugar_box', 'gelatin_box', 'mug', 'e_toy_airplane', 'e_lego_duplo', 'foam_brick', 'b_lego_duplo', 'd_toy_airplane', 'a_lego_duplo', 'phillips_screwdriver', 'extra_large_clamp', 'large_clamp', 'adjustable_wrench']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5-63,"['cracker_box', 'pudding_box', 'rubiks_cube', 'i_cups', 'f_cups', 'jenga', 'wood_block', 'sugar_box', 'gelatin_box', 'mug', 'e_toy_airplane', 'e_lego_duplo', 'foam_brick', 'b_lego_duplo', 'd_toy_airplane', 'a_lego_duplo', 'phillips_screwdriver', 'extra_large_clamp', 'large_clamp', 'adjustable_wrench']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
